,name,moves_san
713,King's Indian Attack:General::,1.Nf3 d5 2.g3 
714,King's Indian Attack:Keres Variation::,1.Nf3 d5 2.g3 Bg4 3.Bg2 Nd7
715,King's Indian Attack:Pachman System::,1.Nf3 d5 2.g3 g6 3.Bg2 Bg7 4.O-O e5 5.d3 Ne7
716,King's Indian Attack:Sicilian Variation::,1.Nf3 d5 2.g3 c5 3.Bg2 Nc6 4.O-O e6 5.d3 Nf6 6.Nbd2 Be7 7.e4 O-O 8.Re1 
717,King's Indian Attack:Sicilian Variation::,1.Nf3 d5 2.g3 c5 3.Bg2 
718,King's Indian Attack:Sicilian Variation::,1.Nf3 d5 2.g3 c5
719,King's Indian Attack:Smyslov Variation::,1.Nf3 Nf6 2.g3 g6 3.b4 
720,King's Indian Attack:Spassky Variation::,1.Nf3 Nf6 2.g3 b5
721,King's Indian Attack:Symmterical Defense::,1.Nf3 Nf6 2.g3 g6
722,King's Indian Attack:Wahls Defense::,1.Nf3 Nf6 2.g3 g6 3.Bg2 Bg7 4.O-O O-O 5.d3 d5
723,King's Indian Attack:Yugoslav Variation::,1.Nf3 d5 2.g3 Nf6 3.Bg2 c6 4.O-O Bg4
724,King's Indian Defense:Accelerated Averbakh Variation::,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Bg5 
725,King's Indian Defense:Averbakh Variation:6Nc6 Defense:,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Be2 O-O 6.Bg5 Nc6
726,King's Indian Defense:Averbakh Variation::,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Be2 O-O 6.Bg5 
727,King's Indian Defense:Averbakh Variation:Benoni Defense:Advance Variation,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Be2 O-O 6.Bg5 c5 7.d5 
728,King's Indian Defense:Averbakh Variation:Benoni Defense:Exchange Variation,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Be2 O-O 6.Bg5 c5 7.dxc5 
729,King's Indian Defense:Averbakh Variation:Flexible Defense:,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Be2 O-O 6.Bg5 h6
730,King's Indian Defense:Averbakh Variation:Geller Defense:,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Be2 O-O 6.Bg5 Nbd7
731,King's Indian Defense:Averbakh Variation:Modern Defense:,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Be2 O-O 6.Bg5 Na6
732,King's Indian Defense:Averbakh Variation:Modern Defense:Burgess Line,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Be2 O-O 6.Bg5 Na6 7.Qd2 c6
733,King's Indian Defense:Averbakh Variation:Spanish Defense:,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Be2 O-O 6.Bg5 a6
734,King's Indian Defense:Exchange Variation::,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 O-O 6.Be2 e5 7.dxe5 
735,King's Indian Defense:Fianchetto Variation:Benjamin Defense:,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c6 7.O-O Qb6
736,King's Indian Defense:Fianchetto Variation:Classical Fianchetto:,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5
737,King's Indian Defense:Fianchetto Variation:Classical Main Line:,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.e4 c6 9.h3 
738,King's Indian Defense:Fianchetto Variation:Debrecen Defense:,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7
739,King's Indian Defense:Fianchetto Variation:Delayed Fianchetto:,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 
740,King's Indian Defense:Fianchetto Variation:Double Fianchetto Attack:,1.d4 Nf6 2.c4 g6 3.Nf3 Bg7 4.g3 d6 5.Bg2 O-O 6.O-O Nbd7 7.Nc3 e5 8.b3 
741,King's Indian Defense:Fianchetto Variation:Hungarian Variation:,1.d4 Nf6 2.c4 g6 3.Nf3 Bg7 4.g3 d6 5.Bg2 O-O 6.O-O Nbd7 7.Nc3 a6
742,King's Indian Defense:Fianchetto Variation:Immediate Fianchetto:,1.d4 Nf6 2.c4 g6 3.g3 
743,King's Indian Defense:Fianchetto Variation:Karlsbad Variation:,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nc6
744,King's Indian Defense:Fianchetto Variation:Kavalek  Defense:,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c6 7.O-O Qa5
745,King's Indian Defense:Fianchetto Variation:Larsen Defense:,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c6 7.O-O Bf5
746,King's Indian Defense:Fianchetto Variation:Lesser Simagin (Spassky):,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nc6 7.O-O Bf5
747,King's Indian Defense:Fianchetto Variation:Long Variation:,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.e4 Re8 9.h3 exd4 10.Nxd4 Nc5 11.Re1 a5
748,King's Indian Defense:Fianchetto Variation:Panno Variation:,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nc6 7.O-O a6
749,King's Indian Defense:Fianchetto Variation:Panno Variation:Donner Line,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nc6 7.O-O a6 8.d5 Na5 9.Nd2 c5 10.Qc2 Rb8 11.b3 b5 12.Bb2 bxc4 13.bxc4 Bh6
750,King's Indian Defense:Fianchetto Variation:Panno Variation:Korchnoi Line,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nc6 7.O-O a6 8.h3 Rb8 9.Be3 b5 10.Nd2 
751,King's Indian Defense:Fianchetto Variation:Pterodactyl Variation:,1.d4 Nf6 2.c4 g6 3.Nf3 Bg7 4.g3 c5 5.Bg2 Qa5+
752,King's Indian Defense:Fianchetto Variation:Simagin Variation:,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nc6 7.O-O Bg4
753,King's Indian Defense:Fianchetto Variation:Uhlmann-Szabo System:,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nc6 7.O-O e5
754,King's Indian Defense:Fianchetto Variation:Yugoslav System w/o Nc3:,1.d4 Nf6 2.c4 g6 3.Nf3 Bg7 4.g3 d6 5.Bg2 O-O 6.O-O c5
755,King's Indian Defense:Fianchetto Variation:Yugoslav Variation:,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c5 7.O-O 
756,King's Indian Defense:Fianchetto Variation:Yugoslav Variation:Advance Line,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c5 7.O-O Nc6 8.d5 
757,King's Indian Defense:Fianchetto Variation:Yugoslav Variation:Exchange Line,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c5 7.O-O Nc6 8.dxc5 dxc5
758,King's Indian Defense:Fianchetto Variation:Yugoslav Variation:Rare Lines,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c5
759,King's Indian Defense:Four Pawns Attack::,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.f4 
760,King's Indian Defense:Four Pawns Attack:Dynamic Attack:,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.f4 O-O 6.Nf3 c5 7.d5 
761,King's Indian Defense:Four Pawns Attack:Exchange Variation:,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.f4 O-O 6.Be2 c5 7.Nf3 cxd4 8.Nxd4 Nc6 9.Be3 
762,King's Indian Defense:Four Pawns Attack:Florentine Gambit:,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.f4 O-O 6.Be2 c5 7.d5 e6 8.Nf3 exd5 9.e5 
763,King's Indian Defense:Four Pawns Attack:Fluid Attack:,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.f4 O-O 6.Be2 c5 7.Nf3 
764,King's Indian Defense:Four Pawns Attack:General:,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.f4 O-O 6.Be2 
765,King's Indian Defense:Four Pawns Attack:Normal Attack:,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.f4 O-O 6.Be2 c5 7.d5 e6 8.Nf3 
766,King's Indian Defense:Kazakh Variation::,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 O-O 6.Be2 Na6
767,King's Indian Defense:Kramer Variation::,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nge2 
768,King's Indian Defense:Larsen Variation::,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 O-O 6.Be3 
769,King's Indian Defense:Makagonov Variation::,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.h3 
770,King's Indian Defense:Normal Variation::,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 
771,King's Indian Defense:Normal Variation:Deferred Fianchetto:,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.g3 
772,King's Indian Defense:Normal Variation:King's Knight Variation:,1.d4 Nf6 2.c4 g6 3.Nf3 
773,King's Indian Defense:Normal Variation:Rare Defenses:,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 
774,King's Indian Defense:Normal Variation:Standard Development:,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Be2 
775,King's Indian Defense:Orthodox Variation::,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 O-O 6.Be2 e5 7.O-O 
776,King's Indian Defense:Orthodox Variation::,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 O-O 6.Be2 e5
777,King's Indian Defense:Orthodox Variation:Aronin-Taimanov Defense:,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 O-O 6.Be2 e5 7.O-O Nc6
778,King's Indian Defense:Orthodox Variation:Bayonet Attack:,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 O-O 6.Be2 e5 7.O-O Nc6 8.d5 Ne7 9.b4 
779,King's Indian Defense:Orthodox Variation:Bayonet Attack:Sokolov's Line,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 O-O 6.Be2 e5 7.O-O Nc6 8.d5 Ne7 9.b4 Nh5 10.Re1 
780,King's Indian Defense:Orthodox Variation:Classical System:Benko Attack,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 O-O 6.Be2 e5 7.O-O Nc6 8.d5 Ne7 9.Ne1 Nd7 10.f3 f5 11.g4 
781,King's Indian Defense:Orthodox Variation:Classical System:Kozul Gambit,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 O-O 6.Be2 e5 7.O-O Nc6 8.d5 Ne7 9.Ne1 Nd7 10.Be3 f5 11.f3 f4 12.Bf2 g5 13.Rc1 Ng6 14.c5 
782,King's Indian Defense:Orthodox Variation:Classical System:Misc. Lines,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 O-O 6.Be2 e5 7.O-O Nc6 8.d5 Ne7 9.Ne1 
783,King's Indian Defense:Orthodox Variation:Classical System:Neo-Classsical Line,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 O-O 6.Be2 e5 7.O-O Nc6 8.d5 Ne7 9.Ne1 Nd7 10.Be3 
784,King's Indian Defense:Orthodox Variation:Classical System:Traditional Line,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 O-O 6.Be2 e5 7.O-O Nc6 8.d5 Ne7 9.Ne1 Nd7 10.f3 f5
785,King's Indian Defense:Orthodox Variation:Donner Defense:,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 O-O 6.Be2 e5 7.O-O c6
786,King's Indian Defense:Orthodox Variation:General:,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 O-O 6.Be2 
787,King's Indian Defense:Orthodox Variation:Glek Defense:,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 O-O 6.Be2 e5 7.O-O Na6
788,King's Indian Defense:Orthodox Variation:Gligoric-Taimanov System:,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 O-O 6.Be2 e5 7.Be3 
789,King's Indian Defense:Orthodox Variation:Korchnoi Attack:,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 O-O 6.Be2 e5 7.O-O Nc6 8.d5 Ne7 9.Bd2 
790,King's Indian Defense:Orthodox Variation:Modern System:,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 O-O 6.Be2 e5 7.O-O Nc6 8.d5 Ne7 9.Nd2 
791,King's Indian Defense:Orthodox Variation:Positional Defense:,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 O-O 6.Be2 e5 7.O-O Nbd7
792,King's Indian Defense:Orthodox Variation:Positional Defense:Closed Line,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 O-O 6.Be2 e5 7.O-O Nbd7 8.d5 
793,King's Indian Defense:Orthodox Variation:Positional Defense:Main Line,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 O-O 6.Be2 e5 7.O-O Nbd7 8.Re1 c6 9.Bf1 a5
794,King's Indian Defense:Petrosian Variation::,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 O-O 6.Be2 e5 7.d5 
795,King's Indian Defense:Petrosian Variation:Keres Defense:,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 O-O 6.Be2 e5 7.d5 Nbd7 8.Bg5 h6 9.Bh4 g5 10.Bg3 Nh5 11.h4 
796,King's Indian Defense:Petrosian Variation:Normal Defense:,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 O-O 6.Be2 e5 7.d5 Nbd7
797,King's Indian Defense:Petrosian Variation:Stein Defense:,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 O-O 6.Be2 e5 7.d5 a5
798,King's Indian Defense:Pomar System::,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.g3 O-O 6.Bg2 e5 7.Nge2 
799,King's Indian Defense:Saemisch Variation::,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.f3 
800,King's Indian Defense:Saemisch Variation::,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.f3 O-O 6.Be3 e5 7.Nge2 c6
801,King's Indian Defense:Saemisch Variation:Bobotsov-Korchnoi-Petrosian Variation:,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.f3 O-O 6.Nge2 
802,King's Indian Defense:Saemisch Variation:Byrne Defense:,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.f3 O-O 6.Be3 c6 7.Bd3 a6
803,King's Indian Defense:Saemisch Variation:Closed Variation:,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.f3 O-O 6.Be3 e5 7.d5 
804,King's Indian Defense:Saemisch Variation:Closed Variation:7c6,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.f3 O-O 6.Be3 e5 7.d5 c6
805,King's Indian Defense:Saemisch Variation:Closed Variation:Main Line,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.f3 O-O 6.Be3 e5 7.d5 c6 8.Nge2 cxd5
806,King's Indian Defense:Saemisch Variation:Double Fianchetto:,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.f3 O-O 6.Be3 b6
807,King's Indian Defense:Saemisch Variation:Normal Defense:,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.f3 O-O
808,King's Indian Defense:Saemisch Variation:Orthodox Variation:,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.f3 O-O 6.Be3 e5
809,King's Indian Defense:Saemisch Variation:Panno Formation:,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.f3 O-O 6.Be3 Nc6 7.Nge2 a6
810,King's Indian Defense:Saemisch Variation:Yates Defense:,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.f3 O-O 6.Be3 Nc6
811,King's Indian Defense:Semi-Averbakh System::,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Be2 O-O 6.Be3 
812,King's Indian Defense:Six Pawns Attack::,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6
813,King's Indian Defense:Smyslov Variation::,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.Bg5 
814,King's Indian Defense:Steiner Attack::,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.f3 O-O 6.Bg5 
815,King's Indian Defense:Zinnowitz Variation::,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 O-O 6.Bg5 
816,King's Knight Opening:General::,1.e4 e5 2.Nf3 
817,King's Knight Opening:Konstantinopolsky Opening::,1.e4 e5 2.Nf3 Nc6 3.g3 
818,King's Knight Opening:Normal Variation::,1.e4 e5 2.Nf3 Nc6
819,King's Pawn Opening:General::,1.e4 
820,Latvian Gambit:Accepted::,1.e4 e5 2.Nf3 f5 3.exf5 
821,Latvian Gambit:Accepted:Bilguer Variation:,1.e4 e5 2.Nf3 f5 3.Nxe5 Qf6 4.d4 d6 5.Nc4 
822,Latvian Gambit:Accepted:Leonhardt Variation:,1.e4 e5 2.Nf3 f5 3.Nxe5 Qf6 4.Nc4 fxe4 5.Nc3 
823,Latvian Gambit:Fraser Defense::,1.e4 e5 2.Nf3 f5 3.Nxe5 Nc6
824,Latvian Gambit:General::,1.e4 e5 2.Nf3 f5
825,Latvian Gambit:Mason Countergambit::,1.e4 e5 2.Nf3 f5 3.d4 
826,Lion Defense:Anti-Philidor::,1.e4 d6 2.d4 Nf6 3.Nc3 Nbd7 4.f4 
827,Lion Defense:Anti-Philidor:Lion's Cave:,1.e4 d6 2.d4 Nf6 3.Nc3 Nbd7 4.f4 e5
828,Lion Defense:Bayonet Attack::,1.e4 d6 2.d4 Nf6 3.Nc3 Nbd7 4.g4 
829,Lion Defense:Lion's Jaw::,1.e4 d6 2.d4 Nf6 3.f3 
830,London System:Poisoned Pawn Variation::,1.d4 d5 2.Nf3 Nf6 3.Bf4 c5 4.e3 Qb6 5.Nc3 
831,Mexican Defense:General::,1.d4 Nf6 2.c4 Nc6
832,Mieses Opening:General::,1.d3 
833,Mieses Opening:Reversed Rat::,1.d3 e5
834,Mikenas Defense:::,1.d4 Nc6
835,Mikenas Defense:Lithuanian Variation::,1.d4 Nc6 2.c4 e5 3.d5 Nce7
836,Modern Defense:Averbakh System:Kotov Variation:,1.d4 g6 2.c4 Bg7 3.Nc3 d6 4.e4 Nc6
837,Modern Defense:Averbakh System:Randspringer Variation:,1.d4 g6 2.c4 Bg7 3.Nc3 d6 4.e4 f5
838,Modern Defense:Averbakh Variation::,1.d4 g6 2.c4 Bg7 3.Nc3 d6 4.e4 
839,Modern Defense:Averbakh Variation:Pseudo-Saemisch:,1.d4 g6 2.c4 Bg7 3.e4 d6 4.Be3 Nf6 5.f3 
840,Modern Defense:Beefeater Variation::,1.d4 g6 2.c4 Bg7 3.Nc3 c5 4.d5 Bxc3+ 5.bxc3 f5
841,Modern Defense:Bishop Attack::,1.e4 g6 2.d4 Bg7 3.Bc4 
842,Modern Defense:Geller's System::,1.e4 g6 2.d4 Bg7 3.Nf3 d6 4.c3 
843,Modern Defense:General::,1.d4 g6 2.c4 Bg7 3.Nc3 d6
844,Modern Defense:Gurgenidze Defense::,1.e4 g6 2.d4 Bg7 3.Nc3 c6 4.f4 d5 5.e5 h5
845,Modern Defense:Improved Maroczy::,1.e4 g6 2.d4 Bg7 3.Nf3 c5 4.c4 Qb6
846,Modern Defense:King Pawn Fianchetto::,1.e4 g6
847,Modern Defense:Lizard Defense:Mittenberger Gambit:,1.e4 g6 2.d4 Bg7 3.Nc3 d5
848,Modern Defense:Modern Pterodactyl::,1.e4 g6 2.d4 Bg7 3.Nc3 c5
849,Modern Defense:Norwegian Defense::,1.e4 g6 2.d4 Nf6
850,Modern Defense:Pseudo-Austrian Attack::,1.e4 g6 2.d4 Bg7 3.Nc3 d6 4.f4 
851,Modern Defense:Queen Pawn Fianchetto::,1.d4 g6
852,Modern Defense:Rossolimo Variation::,1.e4 g6 2.d4 Bg7 3.Nf3 d6 4.c4 Bg4
853,Modern Defense:Semi-Averbakh Variation:Pterodactyl Variation:,1.e4 g6 2.d4 Bg7 3.c4 c5 4.Nf3 Qa5+
854,Modern Defense:Standard Defense::,1.e4 g6 2.d4 Bg7 3.Nc3 d6
855,Modern Defense:Standard Line::,1.e4 g6 2.d4 Bg7 3.Nc3 
856,Modern Defense:Three Pawns Attack::,1.e4 g6 2.d4 Bg7 3.f4 
857,Modern Defense:Two Knights Variation::,1.e4 g6 2.d4 Bg7 3.Nc3 d6 4.Nf3 
858,Modern Defense:Two Knights Variation:Suttles Variation:,1.e4 g6 2.d4 Bg7 3.Nc3 d6 4.Nf3 c6
859,Neo-Gruenfeld Defense:Classical Variation::,1.d4 Nf6 2.c4 g6 3.g3 d5 4.Bg2 Bg7 5.Nf3 O-O 6.O-O 
860,Neo-Gruenfeld Defense:Classical Variation:Modern Defense:,1.d4 Nf6 2.c4 g6 3.g3 d5 4.Bg2 Bg7 5.Nf3 O-O 6.O-O dxc4
861,Neo-Gruenfeld Defense:Classical Variation:Original Defense:,1.d4 Nf6 2.c4 g6 3.g3 d5 4.Bg2 Bg7 5.Nf3 O-O 6.O-O c6
862,Neo-Gruenfeld Defense:Classical Variation:Polgar Variation:,1.d4 Nf6 2.c4 g6 3.g3 d5 4.Bg2 Bg7 5.Nf3 O-O 6.O-O Nc6
863,Neo-Gruenfeld Defense:Delayed Exchange Variation::,1.d4 Nf6 2.c4 g6 3.g3 d5 4.Bg2 Bg7 5.Nf3 O-O 6.cxd5 Nxd5 7.O-O c5 8.Nc3 
864,Neo-Gruenfeld Defense:Delayed Exchange Variation::,1.d4 Nf6 2.c4 g6 3.g3 d5 4.Bg2 Bg7 5.Nf3 O-O 6.cxd5 Nxd5 7.O-O c5 8.dxc5 
865,Neo-Gruenfeld Defense:Delayed Exchange Variation::,1.d4 Nf6 2.c4 g6 3.g3 d5 4.Bg2 Bg7 5.Nf3 O-O 6.cxd5 Nxd5 7.O-O 
866,Neo-Gruenfeld Defense:Delayed Exchange Variation::,1.d4 Nf6 2.c4 g6 3.g3 d5 4.Bg2 Bg7 5.Nf3 O-O 6.cxd5 Nxd5 7.O-O Nb6
867,Neo-Gruenfeld Defense:Exchange Variation with 6.e4::,1.d4 Nf6 2.c4 g6 3.g3 d5 4.Bg2 Bg7 5.cxd5 Nxd5 6.e4 Nb6 7.Ne2 
868,Neo-Gruenfeld Defense:Exchange Variation::,1.d4 Nf6 2.c4 g6 3.g3 d5 4.Bg2 Bg7 5.cxd5 Nxd5
869,Neo-Gruenfeld Defense:Misc. with 5.Nf3::,1.d4 Nf6 2.c4 g6 3.g3 d5 4.Bg2 Bg7 5.Nf3 
870,Neo-Gruenfeld Defense:Ultra-delayed Exchange Variation::,1.d4 Nf6 2.c4 g6 3.g3 d5 4.Bg2 Bg7 5.Nf3 O-O 6.O-O c6 7.cxd5 cxd5
871,Neo-Grünfeld Defense:Goglidze Attack::,1.d4 Nf6 2.c4 g6 3.f3 d5
872,Neo-Grünfeld Defense:Non- or Delayed Fianchetto::,1.d4 Nf6 2.c4 g6 3.Nf3 d5
873,Nimzo-Indian Defense:Classical Variation::,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Qc2 
874,Nimzo-Indian Defense:Classical Variation:Berlin Variation:,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Qc2 c5
875,Nimzo-Indian Defense:Classical Variation:Berlin Variation:Macieja System,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Qc2 c5 5.dxc5 O-O 6.a3 Bxc5 7.Nf3 b6 8.Bf4 
876,Nimzo-Indian Defense:Classical Variation:Keres Defense:,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Qc2 O-O 5.a3 Bxc3+ 6.Qxc3 b6
877,Nimzo-Indian Defense:Classical Variation:Lisitsyn-Bondarevsky Gambit:,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Qc2 c5 5.dxc5 O-O
878,Nimzo-Indian Defense:Classical Variation:Milner-Barry Variation:,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Qc2 Nc6 5.Nf3 d6
879,Nimzo-Indian Defense:Classical Variation:Noa Variation:,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Qc2 d5 5.a3 
880,Nimzo-Indian Defense:Classical Variation:Noa Variation:,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Qc2 d5
881,Nimzo-Indian Defense:Classical Variation:Noa Variation:,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Qc2 d5 5.a3 Bxc3+ 6.Qxc3 Ne4 7.Qc2 
882,Nimzo-Indian Defense:Classical Variation:Noa Variation:Modern Line,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Qc2 d5 5.cxd5 Qxd5
883,Nimzo-Indian Defense:Classical Variation:Vitolinsh-Adorjan Gambit:,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Qc2 O-O 5.a3 Bxc3+ 6.Qxc3 b5
884,Nimzo-Indian Defense:Classical Variation:Zurich Variation:,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Qc2 Nc6
885,Nimzo-Indian Defense:Fischer Variation::,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 b6 5.Ne2 
886,Nimzo-Indian Defense:General::,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4
887,Nimzo-Indian Defense:Huebner Variation::,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 c5
